Country,Year,Yearly Average Temperature,Nitrogen Oxide,Sulphur Dioxide,Carbon Monoxide,Organic Carbon,NMVOCs,Black Carbon,Ammonia
Estonia,1977,4.78075,64684.43,216585.4,212342.52,9609.19,55203.72,3453.94,20680.12
Ethiopia,1977,23.13725,100725.73,13829.05,4021565.16,147982.34,789667.01,41656.46,314358.7
Europe,1977,8.095833333333333,26426901.65,56391771.96,97289491.52,1549109.11,27467333.61,977022.26,9573745.62
Fiji,1977,25.11383333333333,23527.47,6257.0,30039.75,965.7,8721.73,369.29,4090.23
Finland,1977,1.1675833333333332,336607.32,360229.6,563547.31,25994.37,180611.16,8909.41,46748.86
France,1977,13.016583333333337,2118472.07,2932738.69,12697706.54,88446.22,2670460.4,59625.02,752275.19
French Guiana,1977,25.980416666666667,1225.6,497.75,3218.92,223.73,835.25,69.33,235.36
French Polynesia,1977,26.39125,5166.45,2180.82,12235.51,378.65,3266.79,126.0,512.28
Gabon,1977,24.5535,13409.17,10751.17,122650.55,7850.04,101769.35,4029.13,5473.79
Gambia,1977,28.070083333333333,1127.54,745.32,24531.75,2360.67,4298.44,656.12,3020.77
Georgia,1977,8.305416666666666,114967.53,122000.74,537388.08,18072.8,130436.72,4052.37,45318.58
Germany,1977,8.804833333333333,2719129.74,8170401.32,11747652.36,119957.78,3357600.13,98763.74,824467.48
Ghana,1977,27.019666666666662,23046.15,14391.52,846707.5,26679.49,143250.08,8219.33,44352.51
Greece,1977,15.298,240346.94,426294.78,816471.24,5942.78,215715.46,4257.3,88343.39
Greenland,1977,-18.15025,7.11,3.98,1.94,0.0,226.66,0.0,92.67
Grenada,1977,27.095416666666665,497.08,83.36,1832.55,152.51,606.43,28.72,342.32
Guadeloupe,1977,26.71825,3864.72,785.72,6215.06,404.18,2163.22,94.94,1427.65
Guam,1977,27.207166666666662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,1977,23.50958333333333,55736.73,26239.09,764437.17,39124.87,144412.98,10217.04,52942.41
Guinea,1977,25.799750000000003,14313.41,5937.11,454425.56,19074.36,80041.27,5295.54,26682.66
Guyana,1977,26.2935,16367.29,3035.02,49224.47,3571.74,13942.42,876.09,7629.38
Haiti,1977,26.758666666666667,15465.38,5063.17,472590.37,19036.4,92022.05,5116.72,46360.95
Honduras,1977,25.1945,22150.71,10109.9,352989.97,17447.24,72668.47,4728.39,30889.47
Hong Kong,1977,23.31641666666667,73838.24,43555.57,93612.59,1170.13,39223.31,2482.65,9701.15
Hungary,1977,10.298166666666669,296820.2,1337282.8,1273163.98,25425.64,261749.58,11434.07,199077.89
Iceland,1977,1.5915833333333331,21899.93,33325.31,33976.99,204.76,9360.66,481.36,4248.58
India,1977,24.28891666666667,1745646.23,1609012.6,32062953.21,1448081.6,5822101.36,479544.78,4983491.79
Indonesia,1977,25.9025,347099.17,328794.49,7841313.94,378823.63,2558751.66,115226.79,921936.23
Iran,1977,18.28291666666667,443228.33,1132743.04,1993311.98,12264.28,2585270.06,33121.92,216218.68
Iraq,1977,22.21841666666667,131887.67,144917.06,471601.1,4072.54,948108.32,10462.92,57150.21
Ireland,1977,9.61225,111722.9,209123.79,338300.94,9851.6,109774.3,3186.44,120822.34
Israel,1977,19.935666666666663,96626.68,207209.78,265983.94,1283.74,98485.83,2899.69,21713.12
Italy,1977,13.03875,1502917.05,2513657.07,5994394.96,22691.19,1708958.9,30366.28,489900.95
Jamaica,1977,26.558000000000003,37867.69,84744.59,282848.84,2177.93,55538.6,1084.04,9595.5
Japan,1977,12.19825,5604237.35,1667019.72,10287240.75,60255.33,1641805.25,100592.37,591836.85
Jordan,1977,19.71125,17923.35,13885.55,80029.32,471.85,26072.47,847.28,6452.74
Kazakhstan,1977,6.0776666666666666,907801.85,3498282.19,2074612.12,35058.89,309930.3,32031.5,47727.3
Kenya,1977,24.330416666666668,53815.41,37756.59,1389829.53,33950.81,294731.95,11408.79,128152.95
Kiribati,1977,27.34133333333333,322.69,177.19,748.05,87.37,301.16,27.86,188.03
Kuwait,1977,25.572000000000003,65016.27,54528.62,271115.99,1108.72,758701.18,3652.78,4397.39
Kyrgyzstan,1977,3.94,115084.62,117054.04,643972.36,13767.21,103144.22,2753.15,11021.03
Laos,1977,23.806416666666667,21430.95,16786.3,217744.15,5639.22,45661.83,1466.1,40145.6
Latvia,1977,5.423666666666667,106874.51,135328.14,625979.45,11801.7,91567.15,3678.97,40881.46
Lebanon,1977,17.937,26886.49,41622.13,207940.15,1403.76,55700.36,462.47,8298.9
Lesotho,1977,14.278583333333332,2109.94,257.3,101224.64,5249.25,19378.64,1370.26,9339.8
Liberia,1977,25.72425,13563.75,8332.44,239187.26,7524.54,40400.9,2479.87,9787.12
Libya,1977,22.516916666666663,70347.38,51409.83,354802.55,5791.11,783756.95,15571.84,13470.71
Liechtenstein,1977,5.3174166666666665,0.48,0.06,4.83,0.67,1.04,0.08,29.0
Lithuania,1977,6.147916666666667,110251.71,193732.8,470722.42,7267.81,123454.58,5040.6,76419.19
Luxembourg,1977,9.700583333333332,36591.37,44195.85,504778.4,450.08,19082.53,512.77,4788.8
Madagascar,1977,23.185666666666663,18954.58,6914.4,422174.82,32391.02,79300.8,9094.77,75698.05
Malawi,1977,21.83758333333333,10965.71,6145.28,233751.63,23766.83,41608.19,6489.62,21195.83
Malaysia,1977,26.09208333333333,121173.56,185191.53,826514.29,20397.8,298193.84,10189.81,103885.17
Mali,1977,28.81975,11872.79,3595.88,335977.69,27961.56,58578.82,7582.2,47806.9
Malta,1977,18.9385,3450.29,7949.03,52464.55,45.81,3275.93,61.67,1115.59
Martinique,1977,26.42608333333333,3904.84,1288.54,8435.53,672.06,2605.52,153.43,1433.13
Mauritania,1977,28.11658333333333,5765.15,3547.23,64049.57,5773.16,12852.54,1779.19,16844.71
Mauritius,1977,24.15075,19029.18,4016.18,162693.44,2958.19,11899.74,605.73,4961.08
Mexico,1977,20.84125,913439.21,1660696.8,8011584.83,114965.43,1508358.18,51003.8,536839.91
Moldova,1977,9.403416666666669,106550.44,93418.05,300043.77,11588.61,91966.14,3150.61,52077.06
Mongolia,1977,-0.3445,51239.92,189.86,36015.76,3739.24,7035.28,1477.04,77946.17
Montenegro,1977,10.820416666666668,982.02,143.84,42678.57,2859.3,13907.26,743.36,1325.94
Montserrat,1977,26.78983333333333,152.08,38.16,242.68,16.76,69.96,4.17,108.24
Morocco,1977,17.73275,85156.03,116765.6,417299.76,47557.08,125642.46,14505.74,83744.32
Mozambique,1977,23.99716666666667,34297.06,23854.53,1416058.68,20645.79,217605.51,5548.27,65230.92
Namibia,1977,20.517083333333336,3147.36,126263.33,27861.39,2093.9,6938.64,542.59,19932.63
Nepal,1977,15.137250000000002,46801.45,9247.96,974401.88,56228.45,202137.49,15793.84,134589.06
Netherlands,1977,10.037333333333333,645868.49,305276.13,1428565.64,8249.42,488649.99,8802.85,187252.23
New Caledonia,1977,22.66783333333333,19153.59,18965.75,57451.41,363.88,13711.68,374.0,1277.31
New Zealand,1977,10.130416666666669,108013.66,86082.19,567553.11,4946.78,112361.33,3326.92,104978.33
Nicaragua,1977,26.537916666666664,26300.31,22123.79,408794.95,12024.03,85662.99,3476.5,40741.72
Niger,1977,27.093833333333336,7493.65,647.51,161957.49,11786.8,40619.84,3029.34,48657.17
Nigeria,1977,26.88683333333333,256823.76,73642.04,8122510.91,229530.13,2240760.49,74439.61,411330.63
Niue,1977,25.258333333333336,33.29,29.64,228.54,11.01,63.41,2.98,25.8
North America,1977,2.951166666666667,30754900.18,35487971.17,197785999.4,1020054.01,34471390.61,526805.68,4272675.11
North Korea,1977,7.246166666666666,447507.45,359677.07,12059691.14,54076.93,503010.13,27282.22,87406.35
Norway,1977,-0.0067499999999999,195990.54,145780.03,631583.24,4154.94,176919.13,4299.9,24407.77
Oceania,1977,21.696250000000003,1317818.67,1607208.19,5432414.36,47058.42,1333446.39,31001.39,516601.86
Oman,1977,27.66525,24174.25,14056.65,166838.5,886.3,264185.86,3771.8,2542.81
Pakistan,1977,21.18933333333333,316440.58,201379.66,3336779.25,170542.93,733139.98,53043.85,679396.88
Palau,1977,27.563333333333333,22465.43,1434.2,95205.09,31.3,24912.52,27.12,99.06
Panama,1977,26.71675,28600.22,24088.58,316173.63,4386.02,58634.4,1448.72,15921.24
Papua New Guinea,1977,24.46825,21622.82,12652.68,173377.14,4811.01,34032.75,1556.08,11357.37
Paraguay,1977,24.15025,20227.98,7777.71,297184.58,15498.03,58555.51,4409.19,50072.21
Peru,1977,20.18075,143324.75,888754.55,1594548.49,49525.49,318195.12,16087.02,123289.38
Philippines,1977,26.8245,222463.03,709591.9,3102034.87,98460.14,630182.09,32267.43,264000.54
Poland,1977,8.135333333333334,1099064.65,3390568.84,4562219.31,128304.45,851290.79,67384.89,521908.72
Portugal,1977,14.587666666666664,115463.22,149922.33,384682.36,4231.3,197132.22,3112.67,69823.66
Puerto Rico,1977,25.778,15175.35,47711.64,31090.31,1544.07,19542.46,719.36,12012.77
Qatar,1977,27.51983333333333,24365.79,24992.67,87453.44,510.06,178514.12,2058.67,705.74
Reunion,1977,23.91508333333333,5867.72,3718.41,17466.59,1647.71,5584.95,693.77,2705.95
Romania,1977,9.3245,386584.44,1153794.96,1156400.65,54631.45,406008.14,12977.01,359868.31
Russia,1977,-5.513000000000001,6387657.29,12511764.19,20273399.3,506623.57,7224800.67,390830.98,2491825.07
Rwanda,1977,19.59325,6233.46,2434.57,245343.05,18408.47,41660.96,5105.18,16821.23
Saint Lucia,1977,26.96741666666667,759.48,132.47,3266.35,303.88,996.91,54.6,532.32
Samoa,1977,26.50675,989.83,645.72,4361.0,245.94,1271.67,79.82,871.42
Saudi Arabia,1977,26.094583333333333,235667.85,446047.12,987911.09,4092.03,3537499.24,13270.37,18277.74
Senegal,1977,28.543666666666667,19860.53,17059.86,309237.5,7337.6,66985.69,2294.63,35936.29
Serbia,1977,10.627583333333334,177581.88,517327.97,710466.55,21193.54,109235.95,7414.97,16002.64
Seychelles,1977,26.965166666666665,1115.92,499.41,6932.45,227.22,1657.38,110.24,255.02
Sierra Leone,1977,26.37833333333333,9788.97,3451.07,271026.16,11754.48,47820.88,3406.37,14145.86
Singapore,1977,26.822000000000003,54440.65,311003.72,76682.22,5241.41,53754.3,3030.89,9561.75
Slovakia,1977,8.133416666666667,150174.82,481320.79,810947.43,23721.57,224525.95,6128.44,59720.96
Slovenia,1977,10.263333333333334,180389.83,57175.23,1445766.54,8392.65,60847.08,1638.44,30486.26
Solomon Islands,1977,26.857416666666666,1053.27,645.22,4090.84,283.72,1261.42,96.19,821.64
Somalia,1977,27.1915,19806.44,5503.0,373844.19,19312.37,64727.48,5558.48,73787.14
South Africa,1977,17.66,869904.93,1610273.61,4237349.75,117456.26,887624.71,56346.23,222346.19
South America,1977,22.294666666666668,2996146.67,5043814.61,24778331.32,654077.13,5697557.87,244207.54,2827451.74
South Korea,1977,12.361333333333334,329625.89,1123780.85,593337.44,76457.08,174962.93,50478.99,332700.38
Spain,1977,13.5485,1040656.63,2235150.15,2301938.98,23611.93,687696.24,21382.81,372828.3
Sri Lanka,1977,27.23925,53982.67,27715.81,832759.69,49926.68,199807.71,12844.29,88274.13
Sudan,1977,26.862583333333333,62107.08,33036.47,1653940.26,37242.17,297505.42,11144.5,151621.14
Suriname,1977,26.433666666666667,7830.32,3267.67,28418.99,973.81,5907.92,312.98,2602.01
Sweden,1977,2.32425,279721.12,674811.74,1050413.04,11068.16,324996.86,9735.52,90570.91
Switzerland,1977,7.37675,230508.49,157426.52,1052172.12,6603.94,293739.79,6892.94,100871.51
Syria,1977,18.398083333333336,68567.72,65948.49,225508.59,3085.86,180661.73,5430.7,28448.19
Taiwan,1977,22.528,178423.64,765608.1,587742.24,20412.54,249930.19,13471.3,104218.58
Tajikistan,1977,4.6665,75657.18,77086.51,424789.65,14867.25,96228.94,2977.23,11492.33
Tanzania,1977,22.587333333333333,42144.8,9604.72,1933635.51,88141.54,287937.52,23806.78,134361.86
Thailand,1977,26.369,219279.94,376549.69,5166165.94,72022.55,918162.47,29776.51,402288.69
Togo,1977,27.194666666666667,5401.2,1151.5,190611.58,5585.77,43887.72,1669.65,13907.77
Tonga,1977,23.199250000000003,395.14,240.53,1273.54,162.28,470.39,47.23,690.27
Tunisia,1977,20.630333333333333,36000.02,49672.58,199219.89,7140.68,85419.22,3513.08,27462.59
Turkey,1977,11.951916666666667,497120.05,879268.31,2582727.33,86311.26,869544.68,28268.53,450639.41
Turkmenistan,1977,15.261,223947.99,209089.69,350045.68,6541.26,93388.67,4044.07,9449.21
Uganda,1977,23.280083333333334,32222.09,6505.81,1445277.33,47266.52,257601.23,12942.72,87920.68
Ukraine,1977,7.978749999999999,2250433.74,5689142.0,6271765.57,152947.75,1993609.09,71086.62,1056789.59
United Arab Emirates,1977,28.56891666666667,68082.21,44359.5,237352.36,1622.59,749029.95,6622.94,1513.5
United Kingdom,1977,8.6495,2871990.32,5011609.7,8173709.07,47604.59,2244608.44,52059.58,409217.04
United States,1977,9.269833333333333,26410632.75,27345283.71,170672136.1,674992.98,28627040.34,398215.92,2932010.06
Uruguay,1977,17.999583333333334,41767.32,49791.3,221701.04,6455.49,39878.55,2825.66,73656.64
Uzbekistan,1977,12.869083333333334,442936.96,1369450.73,1491974.41,30266.38,138873.06,8560.23,36647.13
Venezuela,1977,25.59558333333333,310321.05,480936.66,4412947.93,13854.55,1454420.6,10558.61,122338.83
Vietnam,1977,23.814833333333336,120793.96,87020.5,5368802.12,125223.31,1065270.19,35489.97,481033.04
Western Sahara,1977,22.585916666666662,224.32,37.18,485.72,455.32,310.23,118.14,1048.37
Yemen,1977,26.81041666666667,20506.6,10764.14,128979.23,1158.69,39199.59,1116.65,24530.73
Zambia,1977,21.5615,28070.68,1472483.49,954773.39,24192.8,137804.24,7493.09,45970.81
Zimbabwe,1977,21.405,45206.39,122742.18,861072.33,53226.37,156580.33,16203.39,73561.15
Afghanistan,1978,14.329666666666666,357784.15,9318.87,701781.81,21415.54,297237.78,6726.81,81279.34
Africa,1978,24.222166666666663,2543087.44,4655600.18,41248036.16,1504888.78,10026924.69,512428.45,3036739.6
Albania,1978,12.263583333333337,27348.71,68612.99,226292.28,11045.53,49791.69,1788.02,33797.03
Algeria,1978,23.16183333333333,121911.45,67295.57,549948.58,44506.77,760859.69,40945.05,50037.32
American Samoa,1978,26.684,233.82,588.26,605.68,26.78,209.1,12.7,116.48
Angola,1978,21.817,35259.55,20355.83,895197.79,33733.9,229332.74,10874.4,57977.21
Argentina,1978,15.186083333333334,649995.19,272522.54,2488422.37,36335.68,575199.0,29484.1,410683.4
Armenia,1978,9.047666666666666,63348.72,87891.33,325251.6,5168.8,86911.25,1760.29,18350.6
Aruba,1978,28.391583333333333,400.66,582834.05,1716.34,78.39,558.06,35.6,158.94
Asia,1978,7.73875,20053876.38,29010026.86,235243304.9,5170785.31,41848203.86,2408895.53,19691084.23
Australia,1978,21.605166666666666,1155180.36,1519810.48,4596966.4,33341.25,1159213.2,24637.05,374577.82
Austria,1978,5.786833333333334,234517.6,318979.67,1258042.39,10680.4,398349.6,5855.13,73617.53
Azerbaijan,1978,11.5005,151907.93,205553.45,308553.92,26634.87,147110.7,6837.18,61638.88
Bahamas,1978,25.4845,28057.51,10969.4,51683.17,248.56,8230.06,275.2,815.03
Bahrain,1978,26.269583333333333,17825.72,5259.95,59352.0,174.05,72055.3,443.0,450.52
Bangladesh,1978,25.039,118626.92,60876.17,1460608.52,61950.77,389398.45,21188.04,492283.81
Barbados,1978,26.918833333333332,5314.81,1076.07,7947.29,268.93,2873.16,70.46,1433.34
Belarus,1978,5.150916666666666,382047.54,635270.53,1549241.09,14349.88,824449.96,14626.86,276700.74
Belgium,1978,9.23225,451679.75,815356.2,1785986.42,12166.26,370563.59,12562.51,96659.54
Belize,1978,25.351166666666668,2828.86,393.42,12720.55,252.76,3068.75,51.34,1012.41
Benin,1978,27.24383333333333,10702.82,1842.78,278349.84,14141.31,58478.9,3947.04,22812.41
Bhutan,1978,11.875166666666669,8057.25,1755.13,176851.37,720.17,29868.9,192.48,27316.85
Bolivia,1978,21.28475,31002.07,12981.07,407160.43,4398.57,81543.52,2003.04,52979.23
Botswana,1978,21.69383333333333,2700.43,16505.31,70876.27,5310.53,15020.04,1389.53,21365.17
Brazil,1978,24.9275,1468152.42,1258661.04,10627186.26,393222.8,2285670.44,142331.16,1563127.33
British Virgin Islands,1978,26.717583333333334,158.04,51.49,235.86,17.07,83.86,4.09,66.76
Bulgaria,1978,10.255833333333332,244562.2,2133776.63,720467.69,16603.27,532332.78,7760.08,171739.84
Burkina Faso,1978,28.445666666666668,14208.85,3301.33,602906.58,28021.68,106150.57,7430.01,44638.26
Burundi,1978,20.314,6360.1,1420.66,311320.38,15304.0,55070.24,4219.83,19573.21
Cambodia,1978,27.027,15257.97,5260.72,586623.52,18445.16,109614.94,4649.73,59609.5
Cameroon,1978,24.50725,24275.47,10373.23,651965.89,40164.66,132104.16,11325.31,57732.05
Canada,1978,-5.3005,2789609.72,4477737.58,13197215.32,65216.34,3052115.82,29117.91,349536.54
Cape Verde,1978,24.58683333333333,1125.1,1207.15,8724.9,777.77,2285.66,299.99,841.89
Cayman Islands,1978,26.995666666666665,553.65,163.15,684.81,14.22,174.22,6.05,64.34
Central African Republic,1978,25.399,4910.75,1255.62,205417.25,9088.92,37087.7,2448.96,16260.74
Chad,1978,27.110083333333336,9837.21,1983.58,273563.96,17868.4,46340.69,4872.87,38162.98
Chile,1978,9.958083333333333,113015.1,2054438.87,1169610.0,27321.09,218720.43,9357.11,75607.39
China,1978,7.048166666666667,5152658.77,11934277.99,127671907.6,1997218.23,13382640.64,1148530.86,8062871.97
Colombia,1978,25.12225,238006.41,134206.54,3140990.31,69818.96,551323.29,22282.54,243371.62
Comoros,1978,25.885666666666665,613.3,252.68,6252.76,1326.41,1631.62,368.11,1054.98
Congo,1978,24.609,7934.86,3304.92,110114.09,4076.63,40900.67,1869.5,6571.27
Costa Rica,1978,25.89925,29669.99,13533.34,248394.8,8992.61,42160.86,2917.7,26803.94
Croatia,1978,10.766666666666667,90978.08,432983.57,654998.28,21724.84,143646.61,3112.99,77776.56
Cuba,1978,25.62683333333333,293715.15,351697.03,1753637.63,32903.42,375121.91,11220.75,121502.28
Cyprus,1978,19.23775,11064.99,24557.9,26728.94,651.68,12156.0,534.09,3929.64
Denmark,1978,-17.918166666666668,324046.09,396561.67,1070514.95,4450.07,214783.24,7032.24,138388.47
Djibouti,1978,29.06325,3281.29,1339.87,25314.14,1369.37,5462.04,410.7,1613.88
Dominica,1978,26.51575,267.01,49.91,1233.58,72.12,464.62,13.79,380.51
Dominican Republic,1978,25.958,79862.33,56009.81,664099.11,13507.57,122637.33,3794.44,44476.37
Ecuador,1978,22.08675,78999.98,51350.41,879635.03,16494.6,201257.73,5789.45,76260.66
Egypt,1978,22.953666666666667,186221.47,267921.94,809318.18,35007.99,415213.98,13249.86,168424.43
El Salvador,1978,25.325083333333332,30002.46,16237.96,690437.72,14341.83,122210.99,4000.44,50321.33
Equatorial Guinea,1978,25.021666666666665,622.14,437.26,21522.89,940.21,3720.29,267.82,968.29
Eritrea,1978,26.881833333333333,2501.92,289.11,97466.45,5129.87,18032.24,1362.38,14690.25
Estonia,1978,3.913583333333333,66420.11,222221.49,216749.39,9567.5,55979.91,3483.81,21378.91
Ethiopia,1978,23.11725,96038.62,13658.86,4047530.92,148584.92,791141.59,41881.64,317802.37
Europe,1978,7.4695,27298244.26,57464933.17,99774034.06,1533188.14,28575925.28,996716.99,9888381.11
Fiji,1978,25.00025,23162.51,5770.96,30305.75,991.88,9106.63,377.23,4120.32
Finland,1978,0.1150833333333333,381837.18,385544.24,571106.73,27381.03,183400.58,9362.05,47438.49
France,1978,12.657000000000002,2270209.88,3036714.55,13128404.25,92302.49,2748178.67,66009.25,772521.8
French Guiana,1978,26.04008333333333,1421.09,573.69,3496.14,235.71,873.09,67.84,255.45
French Polynesia,1978,26.162333333333336,5053.51,2389.62,14979.48,389.13,3913.52,138.42,536.55
Gabon,1978,24.34733333333333,16285.57,15857.77,127462.2,8041.06,97470.74,4176.84,5813.2
Gambia,1978,27.65816666666667,1251.29,899.47,26235.54,2427.37,4528.82,674.44,3126.3
Georgia,1978,8.409916666666666,117474.17,125317.8,542929.07,18060.73,132282.05,4079.98,46581.59
Germany,1978,7.932749999999999,2838294.79,8039084.82,12254052.96,122484.07,3522761.13,103204.06,837480.89
Ghana,1978,26.81416666666667,22937.21,14090.81,857003.3,27366.46,146026.03,8425.5,45181.44
Greece,1978,14.62,248847.6,423642.28,766745.56,6027.29,226669.74,4732.36,91959.11
Greenland,1978,-18.448083333333333,7.65,3.96,1.98,0.0,229.39,0.0,95.74
Grenada,1978,27.25625,591.99,103.17,1918.53,157.52,613.82,29.14,344.47
Guadeloupe,1978,26.748,4594.05,938.25,6560.51,425.1,2195.67,92.68,1499.37
Guam,1978,27.077250000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,1978,23.50825,57494.13,28158.78,828198.22,39852.03,153972.18,10448.42,54711.14
Guinea,1978,25.66283333333333,14318.34,6015.25,457595.85,19144.46,80406.89,5269.31,26921.11
Guyana,1978,26.306166666666662,19209.81,3839.12,53322.71,3708.54,14528.24,886.18,7953.07
Haiti,1978,26.70733333333333,16300.56,5428.01,495510.4,19623.76,95714.12,5287.33,47906.25
Honduras,1978,25.126666666666665,21017.9,9626.24,367458.5,17886.79,75754.61,4884.73,31308.17
Hong Kong,1978,22.936916666666665,79912.34,46288.22,109288.53,1263.5,44495.68,2686.23,10065.85
Hungary,1978,9.1765,316142.01,1443667.41,1339730.32,24359.16,273817.89,13221.44,201833.33
Iceland,1978,1.7345833333333331,23533.06,32413.46,38524.22,218.49,10322.94,507.92,4317.99
India,1978,24.00733333333333,1758575.84,1575062.07,32685780.53,1481966.73,5953785.13,490624.99,5105375.42
